Protein	Gene	Cluster	Complex	Detected_WT	Detected_M	Abundance_Change_WT	Abundance_Change_M	LiP_Change_WT	LiP_Change_M	FiLiP_Change_WT	FiLiP_Change_M	high_confidence_FiLiP_WT	high_confidence_FiLiP_M	Gcn5_target	SAGA_transcript
P29539	RIF1	26	RAP1-GCR1-GCR2 transcription activation complex|1|3;Telosome|1|3;RAP1-GCR1 transcription activation complex|1|2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q06208	RIF2	26	RAP1-GCR1-GCR2 transcription activation complex|1|3;Telosome|1|3;RAP1-GCR1 transcription activation complex|1|2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P31376	SWC3	18	INO80 chromatin remodeling complex|2|15;NuA4 histone acetyltransferase complex|1|15;Swr1 chromatin remodelling complex|1|14;NuA3 histone acetyltransferase complex|1| 5;Transcription factor TFIIF complex|1| 3;SWI/SNF chromatin remodelling complex|1| 1;General transcription factor complex TFIID|1| 1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P35817	BDF1	18	INO80 chromatin remodeling complex|2|15;NuA4 histone acetyltransferase complex|1|15;Swr1 chromatin remodelling complex|1|14;NuA3 histone acetyltransferase complex|1| 5;Transcription factor TFIIF complex|1| 3;SWI/SNF chromatin remodelling complex|1| 1;General transcription factor complex TFIID|1| 1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P38326	SWC5	18	INO80 chromatin remodeling complex|2|15;NuA4 histone acetyltransferase complex|1|15;Swr1 chromatin remodelling complex|1|14;NuA3 histone acetyltransferase complex|1| 5;Transcription factor TFIIF complex|1| 3;SWI/SNF chromatin remodelling complex|1| 1;General transcription factor complex TFIID|1| 1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P53201	SWC4	18	INO80 chromatin remodeling complex|2|15;NuA4 histone acetyltransferase complex|1|15;Swr1 chromatin remodelling complex|1|14;NuA3 histone acetyltransferase complex|1| 5;Transcription factor TFIIF complex|1| 3;SWI/SNF chromatin remodelling complex|1| 1;General transcription factor complex TFIID|1| 1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
P53930	YAF9	18	INO80 chromatin remodeling complex|2|15;NuA4 histone acetyltransferase complex|1|15;Swr1 chromatin remodelling complex|1|14;NuA3 histone acetyltransferase complex|1| 5;Transcription factor TFIIF complex|1| 3;SWI/SNF chromatin remodelling complex|1| 1;General transcription factor complex TFIID|1| 1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q03388	VPS72	18	INO80 chromatin remodeling complex|2|15;NuA4 histone acetyltransferase complex|1|15;Swr1 chromatin remodelling complex|1|14;NuA3 histone acetyltransferase complex|1| 5;Transcription factor TFIIF complex|1| 3;SWI/SNF chromatin remodelling complex|1| 1;General transcription factor complex TFIID|1| 1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q03433	VPS71	18	INO80 chromatin remodeling complex|2|15;NuA4 histone acetyltransferase complex|1|15;Swr1 chromatin remodelling complex|1|14;NuA3 histone acetyltransferase complex|1| 5;Transcription factor TFIIF complex|1| 3;SWI/SNF chromatin remodelling complex|1| 1;General transcription factor complex TFIID|1| 1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q05471	SWR1	18	INO80 chromatin remodeling complex|2|15;NuA4 histone acetyltransferase complex|1|15;Swr1 chromatin remodelling complex|1|14;NuA3 histone acetyltransferase complex|1| 5;Transcription factor TFIIF complex|1| 3;SWI/SNF chromatin remodelling complex|1| 1;General transcription factor complex TFIID|1| 1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q06707	SWC7	18	INO80 chromatin remodeling complex|2|15;NuA4 histone acetyltransferase complex|1|15;Swr1 chromatin remodelling complex|1|14;NuA3 histone acetyltransferase complex|1| 5;Transcription factor TFIIF complex|1| 3;SWI/SNF chromatin remodelling complex|1| 1;General transcription factor complex TFIID|1| 1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q12509	ARP6	18	INO80 chromatin remodeling complex|2|15;NuA4 histone acetyltransferase complex|1|15;Swr1 chromatin remodelling complex|1|14;NuA3 histone acetyltransferase complex|1| 5;Transcription factor TFIIF complex|1| 3;SWI/SNF chromatin remodelling complex|1| 1;General transcription factor complex TFIID|1| 1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P12612	TCP1	290	Chaperonin-containing T-complex|4|8	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P39076	CCT2	290	Chaperonin-containing T-complex|4|8	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
P39077	CCT3	290	Chaperonin-containing T-complex|4|8	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P39078	CCT4	290	Chaperonin-containing T-complex|4|8	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P39079	CCT6	290	Chaperonin-containing T-complex|4|8	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
P40413	CCT5	290	Chaperonin-containing T-complex|4|8	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
P42943	CCT7	290	Chaperonin-containing T-complex|4|8	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P47079	CCT8	290	Chaperonin-containing T-complex|4|8	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
O13563	RPN13	99	26S Proteasome complex|13|33	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
O94742	SEM1	99	26S Proteasome complex|13|33	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P21242	PRE10	99	26S Proteasome complex|13|33	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
P21243	SCL1	99	26S Proteasome complex|13|33	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
P22141	PRE1	99	26S Proteasome complex|13|33	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
P23638	PRE9	99	26S Proteasome complex|13|33	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P23639	PRE8	99	26S Proteasome complex|13|33	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
P23724	PRE7	99	26S Proteasome complex|13|33	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
P25043	PUP1	99	26S Proteasome complex|13|33	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P25451	PUP3	99	26S Proteasome complex|13|33	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P30656	PRE2	99	26S Proteasome complex|13|33	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P30657	PRE4	99	26S Proteasome complex|13|33	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P32379	PUP2	99	26S Proteasome complex|13|33	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P32496	RPN12	99	26S Proteasome complex|13|33	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P32565	RPN2	99	26S Proteasome complex|13|33	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
P33297	RPT5	99	26S Proteasome complex|13|33	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE
P33298	RPT3	99	26S Proteasome complex|13|33	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE
P33299	RPT1	99	26S Proteasome complex|13|33	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
P38624	PRE3	99	26S Proteasome complex|13|33	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P38764	RPN1	99	26S Proteasome complex|13|33	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
P38886	RPN10	99	26S Proteasome complex|13|33	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
P40016	RPN3	99	26S Proteasome complex|13|33	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
P40302	PRE5	99	26S Proteasome complex|13|33	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
P40303	PRE6	99	26S Proteasome complex|13|33	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P40327	RPT2	99	26S Proteasome complex|13|33	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
P43588	RPN11	99	26S Proteasome complex|13|33	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
P53549	RPT4	99	26S Proteasome complex|13|33	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
Q01939	RPT6	99	26S Proteasome complex|13|33	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE
Q04062	RPN9	99	26S Proteasome complex|13|33	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Q06103	RPN7	99	26S Proteasome complex|13|33	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
Q08723	RPN8	99	26S Proteasome complex|13|33	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q12250	RPN5	99	26S Proteasome complex|13|33	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Q12377	RPN6	99	26S Proteasome complex|13|33	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
P20606	SAR1	28	COPII vesicle coat complex|3|4;SEC23-LST1 COPII cargo recruitment complex|1|2	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
P38968	SEC31	28	COPII vesicle coat complex|3|4;SEC23-LST1 COPII cargo recruitment complex|1|2	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE
P40482	SEC24	28	COPII vesicle coat complex|3|4;SEC23-LST1 COPII cargo recruitment complex|1|2	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P04051	RPO31	72	DNA-directed RNA polymerase III complex|4|17;DNA-directed RNA Polymerase I complex|4|14;DNA-directed RNA polymerase II complex|2|10	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P17890	RPC31	72	DNA-directed RNA polymerase III complex|4|17;DNA-directed RNA Polymerase I complex|4|14;DNA-directed RNA polymerase II complex|2|10	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P22276	RET1	72	DNA-directed RNA polymerase III complex|4|17;DNA-directed RNA Polymerase I complex|4|14;DNA-directed RNA polymerase II complex|2|10	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P25441	RPC53	72	DNA-directed RNA polymerase III complex|4|17;DNA-directed RNA Polymerase I complex|4|14;DNA-directed RNA polymerase II complex|2|10	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P32349	RPC82	72	DNA-directed RNA polymerase III complex|4|17;DNA-directed RNA Polymerase I complex|4|14;DNA-directed RNA polymerase II complex|2|10	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
P32910	RPC34	72	DNA-directed RNA polymerase III complex|4|17;DNA-directed RNA Polymerase I complex|4|14;DNA-directed RNA polymerase II complex|2|10	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P35718	RPC25	72	DNA-directed RNA polymerase III complex|4|17;DNA-directed RNA Polymerase I complex|4|14;DNA-directed RNA polymerase II complex|2|10	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P36121	RPC37	72	DNA-directed RNA polymerase III complex|4|17;DNA-directed RNA Polymerase I complex|4|14;DNA-directed RNA polymerase II complex|2|10	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P47076	RPC17	72	DNA-directed RNA polymerase III complex|4|17;DNA-directed RNA Polymerase I complex|4|14;DNA-directed RNA polymerase II complex|2|10	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q04307	RPC11	72	DNA-directed RNA polymerase III complex|4|17;DNA-directed RNA Polymerase I complex|4|14;DNA-directed RNA polymerase II complex|2|10	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P04050	RPO21	72	DNA-directed RNA polymerase III complex|4|17;DNA-directed RNA Polymerase I complex|4|14;DNA-directed RNA polymerase II complex|2|10	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P08518	RPB2	72	DNA-directed RNA polymerase III complex|4|17;DNA-directed RNA Polymerase I complex|4|14;DNA-directed RNA polymerase II complex|2|10	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P16370	RPB3	72	DNA-directed RNA polymerase III complex|4|17;DNA-directed RNA Polymerase I complex|4|14;DNA-directed RNA polymerase II complex|2|10	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P27999	RPB9	72	DNA-directed RNA polymerase III complex|4|17;DNA-directed RNA Polymerase I complex|4|14;DNA-directed RNA polymerase II complex|2|10	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P38902	RPB11	72	DNA-directed RNA polymerase III complex|4|17;DNA-directed RNA Polymerase I complex|4|14;DNA-directed RNA polymerase II complex|2|10	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P29547	CAM1	78	Elongation Factor eEF1 complex, variant TEF4|3|3;Elongation Factor eEF1 complex, variant CAM1|3|3	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
P33755	NPL4	42	Ribosome quality control complex|1|6;CDC48-NPL4-UFD1 AAA ATPase complex|1|3;CDC48-NPL4-VMS1 AAA ATPase complex|1|3;CDC48-CDC23-UFD2 complex|1|1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P53044	UFD1	42	Ribosome quality control complex|1|6;CDC48-NPL4-UFD1 AAA ATPase complex|1|3;CDC48-NPL4-VMS1 AAA ATPase complex|1|3;CDC48-CDC23-UFD2 complex|1|1	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q04952	FKS3	53	1,3-beta-D-glucan synthase complex, FKS1-RHO1 variant|1|2;1,3-beta-D-glucan synthase complex, FKS2-RHO1 variant|1|2;1,3-beta-D-glucan synthase complex, FKS3-RHO1 variant|1|2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P31382	PMT2	74	PMT1-PMT2 dolichyl-phosphate-mannose-protein mannosyltransferase complex|1|2;PMT1-PMT3 dolichyl-phosphate-mannose-protein mannosyltransferase complex|1|2	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
P33775	PMT1	74	PMT1-PMT2 dolichyl-phosphate-mannose-protein mannosyltransferase complex|1|2;PMT1-PMT3 dolichyl-phosphate-mannose-protein mannosyltransferase complex|1|2	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
P47190	PMT3	74	PMT1-PMT2 dolichyl-phosphate-mannose-protein mannosyltransferase complex|1|2;PMT1-PMT3 dolichyl-phosphate-mannose-protein mannosyltransferase complex|1|2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P52867	PMT5	74	PMT1-PMT2 dolichyl-phosphate-mannose-protein mannosyltransferase complex|1|2;PMT1-PMT3 dolichyl-phosphate-mannose-protein mannosyltransferase complex|1|2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q04311	VMS1	42	Ribosome quality control complex|1|6;CDC48-NPL4-UFD1 AAA ATPase complex|1|3;CDC48-NPL4-VMS1 AAA ATPase complex|1|3;CDC48-CDC23-UFD2 complex|1|1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P38307	DER1	39	Luminal surveillance complex|1|3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q03714	USA1	39	Luminal surveillance complex|1|3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q04228	UBX2	39	Luminal surveillance complex|1|3	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Q08109	HRD1	39	Luminal surveillance complex|1|3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P40318	SSM4	39	Luminal surveillance complex|1|3	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P38806	YNG2	18	INO80 chromatin remodeling complex|2|15;NuA4 histone acetyltransferase complex|1|15;Swr1 chromatin remodelling complex|1|14;NuA3 histone acetyltransferase complex|1| 5;Transcription factor TFIIF complex|1| 3;SWI/SNF chromatin remodelling complex|1| 1;General transcription factor complex TFIID|1| 1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P39995	EAF5	18	INO80 chromatin remodeling complex|2|15;NuA4 histone acetyltransferase complex|1|15;Swr1 chromatin remodelling complex|1|14;NuA3 histone acetyltransferase complex|1| 5;Transcription factor TFIIF complex|1| 3;SWI/SNF chromatin remodelling complex|1| 1;General transcription factor complex TFIID|1| 1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P43572	EPL1	18	INO80 chromatin remodeling complex|2|15;NuA4 histone acetyltransferase complex|1|15;Swr1 chromatin remodelling complex|1|14;NuA3 histone acetyltransferase complex|1| 5;Transcription factor TFIIF complex|1| 3;SWI/SNF chromatin remodelling complex|1| 1;General transcription factor complex TFIID|1| 1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
P53911	EAF7	18	INO80 chromatin remodeling complex|2|15;NuA4 histone acetyltransferase complex|1|15;Swr1 chromatin remodelling complex|1|14;NuA3 histone acetyltransferase complex|1| 5;Transcription factor TFIIF complex|1| 3;SWI/SNF chromatin remodelling complex|1| 1;General transcription factor complex TFIID|1| 1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q06337	EAF1	18	INO80 chromatin remodeling complex|2|15;NuA4 histone acetyltransferase complex|1|15;Swr1 chromatin remodelling complex|1|14;NuA3 histone acetyltransferase complex|1| 5;Transcription factor TFIIF complex|1| 3;SWI/SNF chromatin remodelling complex|1| 1;General transcription factor complex TFIID|1| 1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Q08649	ESA1	18	INO80 chromatin remodeling complex|2|15;NuA4 histone acetyltransferase complex|1|15;Swr1 chromatin remodelling complex|1|14;NuA3 histone acetyltransferase complex|1| 5;Transcription factor TFIIF complex|1| 3;SWI/SNF chromatin remodelling complex|1| 1;General transcription factor complex TFIID|1| 1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P12695	LAT1	9	Mitochondrial pyruvate dehydrogenase complex|3|5;Glycine decarboxylase multienzyme complex|1|4;Mitochondrial 2-oxoglutarate dehydrogenase complex|1|4	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
P16387	PDA1	9	Mitochondrial pyruvate dehydrogenase complex|3|5;Glycine decarboxylase multienzyme complex|1|4;Mitochondrial 2-oxoglutarate dehydrogenase complex|1|4	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
P16451	PDX1	9	Mitochondrial pyruvate dehydrogenase complex|3|5;Glycine decarboxylase multienzyme complex|1|4;Mitochondrial 2-oxoglutarate dehydrogenase complex|1|4	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P32473	PDB1	9	Mitochondrial pyruvate dehydrogenase complex|3|5;Glycine decarboxylase multienzyme complex|1|4;Mitochondrial 2-oxoglutarate dehydrogenase complex|1|4	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE
P38164	SEA4	7	Nuclear pore complex|3|32	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P38742	NPR3	7	Nuclear pore complex|3|32	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P39923	NPR2	7	Nuclear pore complex|3|32	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
P47170	IML1	7	Nuclear pore complex|3|32	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q03897	MTC5	7	Nuclear pore complex|3|32	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q08281	RTC1	7	Nuclear pore complex|3|32	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P07834	CDC4	2	SCF-Ydr131c ubiquitin ligase complex|1|5;SCF-Cdc4 ubiquitin ligase complex|1|5;SCF-Grr1 ubiquitin ligase complex|1|5;SCF-Mdm30 ubiquitin ligase complex|1|5;SCF-Ufo1 ubiquitin ligase complex|1|5;SCF-Das1 ubiquitin ligase complex|1|5;SCF-Met30 ubiquitin ligase complex|1|5;SCF-Dia2 ubiquitin ligase complex|1|5;SCF-Ylr352w ubiquitin ligase complex|1|5;SCF-Saf1 ubiquitin ligase complex|1|5;SCF-Hrt3 ubiquitin ligase complex|1|5;CBF3 complex|1|4;RAVE complex|1|3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P24814	GRR1	2	SCF-Ydr131c ubiquitin ligase complex|1|5;SCF-Cdc4 ubiquitin ligase complex|1|5;SCF-Grr1 ubiquitin ligase complex|1|5;SCF-Mdm30 ubiquitin ligase complex|1|5;SCF-Ufo1 ubiquitin ligase complex|1|5;SCF-Das1 ubiquitin ligase complex|1|5;SCF-Met30 ubiquitin ligase complex|1|5;SCF-Dia2 ubiquitin ligase complex|1|5;SCF-Ylr352w ubiquitin ligase complex|1|5;SCF-Saf1 ubiquitin ligase complex|1|5;SCF-Hrt3 ubiquitin ligase complex|1|5;CBF3 complex|1|4;RAVE complex|1|3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q05930	MDM30	2	SCF-Ydr131c ubiquitin ligase complex|1|5;SCF-Cdc4 ubiquitin ligase complex|1|5;SCF-Grr1 ubiquitin ligase complex|1|5;SCF-Mdm30 ubiquitin ligase complex|1|5;SCF-Ufo1 ubiquitin ligase complex|1|5;SCF-Das1 ubiquitin ligase complex|1|5;SCF-Met30 ubiquitin ligase complex|1|5;SCF-Dia2 ubiquitin ligase complex|1|5;SCF-Ylr352w ubiquitin ligase complex|1|5;SCF-Saf1 ubiquitin ligase complex|1|5;SCF-Hrt3 ubiquitin ligase complex|1|5;CBF3 complex|1|4;RAVE complex|1|3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
